ID,Title,Version,Status,Priority,Severity,Type,Reproducibility,Reporter,Assignee,Description,"Expected results","Steps to reproduce",Device,Tags,Comments,"Created at","Updated at"
543,"Box is not visible on track shipment graph bar","sandbox - web",Closed,High,Major,Functional,Always,vikram1,kmehta,"On the next day of order placed, parcel box is not showing on the delivery progress bar","Parcel box should  be displayed on the bar on the next day of the order placed","1. Place an order; 2. check this oder on the next day","Windows PC",Track_shipment,1,"07/12/2016 12:01:23 ","08/12/2016 07:27:13 "
544,"If user cancels order on his own,  on graph its showing as auto cancelled","sandbox - web",Closed,High,Major,Functional,Always,vikram1,natesh,"If user is cancelling the order, on status bar,its showing as 'auto cancel'","Bar shouldnt show as autocancel","1. Place an order and cancel it; 2. Check the bar","Windows PC",Track_shipment,1,"07/12/2016 12:05:43 ","09/12/2016 06:35:17 "
545,"Red graph of cancelled order is not showing proper on bar","sandbox - web",Closed,High,Major,Functional,Always,vikram1,kmehta,"Red bar is not shown proper for cancelled orders, its just showing as it its sticked on the screen","Red bar should be proper","1. Place an order and cancel it; 2. Go to order details page of this order; 3. See the bar graph","Windows PC",Track_shipment,1,"07/12/2016 12:08:36 ","08/12/2016 07:26:08 "
546,"Pending confirmation change focus on bar when user clicks on 'track shipment' button","sandbox - web",Closed,High,Major,Functional,Always,vikram1,kmehta,"If user's order is a nonverified order, when he clicks on 'track shipment' button of such order, the status bar is displayed below the 'verification pending' widget, so user is not getting aware of the fact that the status bar is displayed,","Change the focus of the status bar in case of non verified order","1. Place an order as a nonverified customer; 2. Go to order details page of this order; 3. Click on 'track shipment ' button","Windows PC",Track_shipment,1,"07/12/2016 12:28:55 ","08/12/2016 07:16:28 "
547,"No status msg on mousehovering on bar for pending confirmation order","sandbox - web",Closed,High,Major,Functional,Always,vikram1,salman61s,"When user mouse-hovers on status bar of a nonverified order, nothing is displayed","Status message should be shown if user mouse-overs on bar graph of a  non-verified order","1. Place an order as a nonverified user; 2. Go to order detail page and mousehover on bar","Windows PC",Track_shipment,0,"07/12/2016 12:32:09 ","08/12/2016 14:45:37 "
548,"Bar not shown for the items which are in return initiated/shipped/delivered/incomplete/partly shipped state","sandbox - web",Closed,High,Major,Functional,Always,vikram1,kmehta,"The orders which are in delivered/shipped/incomplete/partly shipped or return initiated state, the graph bar is not displaye

201612011438666 : delivered
201611181437362 ; shipped
201611291442332 : return initiated
201611201440980 : partly shipped","Bar graph should be displayed if the order is in 'return initiated/delivered/shipped/incomplete/partly shipped ' state","1. Go to order details page of above mentioned order ids","Windows PC",Track_shipment,2,"07/12/2016 13:17:54 ","08/12/2016 07:14:52 "
549,"partial cancellation graph is not updating","sandbox - web",Closed,High,Major,Functional,Always,vikram1,kmehta,"If user is making a partial cancellation say, he has ordered 2 qty of one product and cancelling just one of them, then graph is shown but its not shown as updated one","Graph should update in partial cancellation","1. Place an order with one product having its 2 qty; 2. Cancel  1 qty from panel","Windows PC",Track_shipment,2,"07/12/2016 15:13:24 ","08/12/2016 07:00:33 "
557,"Tooltip not showing on estimated delivery for gift box enabled progress bar","sandbox - web",Closed,High,Major,Functional,Always,vikram1,salman61s,"A parcel is shown on progress bar on the second day of order place, so on such bar a tooltip is supposed to be displayed on estimated delivery node

order id : 201612061442811
vikram.j@purplle.com
test123","A parcel is shown on progress bar on the second day of order place, so on such bar a tooltip is supposed to be displayed on estimated delivery node","1. Go to above mentioned order; 2. Mousehover to estimated delivery node; 3. See no tooltip is shown","Windows PC",,1,"08/12/2016 09:15:42 ","09/12/2016 09:48:29 "
560,"Parcel box is not shown when the progress bar has reached shipped status","sandbox - web",Closed,Medium,Major,Functional,Always,vikram1,natesh,"When the progress bar has reached shipped status, a parcel box is  supposed to be shown on the progress bar post one day of  the shipped status. This parcel box is missing

vikram.j@purplle.com
test123
201612051442940

Refer expected and actual screenshots

","This parcel box should be shown","1. Go to above mentioned id; 2. See the progress bar; 3. Parcel box is missing","Windows PC",,1,"08/12/2016 12:17:48 ","09/12/2016 06:24:21 "
562,"In Order Detail, amount paid by prepaid is shown as wallet.","sandbox - web",Closed,High,Major,Functional,Always,"Nikhil Teredesai",natesh,http://www.screencast.com/t/9XCO4PJHyvr,,,,New_Order_Detail,0,"09/12/2016 13:05:35 ","12/12/2016 10:46:47 "
563,"Center nodes on progress bar should be center aligned [refer the screenshot]","sandbox - web",Resolved,Medium,Minor,Visual,Always,vikram1,kmehta,"Center nodes on progress bar should be center aligned [refer the screenshot]",,,"Windows PC",,1,"13/12/2016 06:38:46 ","16/12/2016 10:57:52 "
564,"when  cashback is credited the message is not visible in order DETAILS in desktop","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",kmehta,"when  cashback is credited the message is not visible in order DETAILS in desktop

NOTE:N IN MOBILE SITE, IT IS WORKING PROPERLY",,,"Windows PC Lenovo Generic/All Windows 8",cashback,0,"13/12/2016 07:40:08 ","14/12/2016 11:44:24 "
565,"For the older data, wallet is still coming as null and blank.","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",kmehta,"For the older data, wallet is still coming as null and blank.",,,"Windows PC Lenovo Generic/All Windows 8",cashback,0,"13/12/2016 07:43:32 ","14/12/2016 11:43:58 "
568,"In desktop / mobile site, when used cashback coupon, the popup in wallet is coming incorrect","sandbox - web",Closed,High,Major,Visual,Always,"Nirali Thakkar",kmehta,"In desktop / mobile site, when used cashback coupon, the popup text in wallet is coming incorrect.

please use text same as android app

attached is the screenshot of android app",,"1. add item in the cart; 2. use cashback coupon]; 3. click on puplle wallet","Windows PC Lenovo Generic/All Windows 8",cashback,0,"13/12/2016 12:00:21 ","14/12/2016 11:43:46 "
569,"Make all the text of the button as camel case from the popup","sandbox - web",Closed,High,Major,Visual,Always,"Nirali Thakkar",kmehta,"Make all the text of the button as camel case from the popup

Attached screenshot",,"1. add item in the cart; 2. use cashback coupon; 3. click on cod or wallet","Windows PC Lenovo Generic/All Windows 8",cashback,0,"13/12/2016 12:03:58 ","14/12/2016 11:43:26 "
584,"when both products are in stock, it is not opening the respective page, it is opening the latest variant page","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",rupakshukla,"when both products are in stock, it is not opening the respective page, it is opening the latest variant page

Product name: Aloe Veda Grape Seed Oil Smoothing Hair Serum (LeaveOn) (100 ml)

old variant : 80493
new variant: 101994",,,"Windows PC Lenovo Generic/All Windows 8",skumerge,0,"29/12/2016 11:53:35 ","02/01/2017 11:43:13 "
585,"Bar graph is coming different for same product but different variants","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",rupakshukla,"Bar graph is coming different for same product but different variants","bar grapg should also be merged",,"Windows PC Lenovo Generic/All Windows 8",skumerge,0,"30/12/2016 05:31:34 ","02/01/2017 11:42:49 "
586,"when old variant is oos, and new variant is i stock , when clicked on old it is opening its own oos details page","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",rupakshukla,"when old variant is oos, and new variant is i stock , when clicked on old it is opening its own oos details page","when old variant is oos, and new variant is i stock , when clicked on old it should open details page of new variant",,"Windows PC Lenovo Generic/All Windows 8",skumerge,0,"30/12/2016 05:33:12 ","02/01/2017 11:52:58 "
587,"question and answer not able to see for different users . only earlier added users question we can see","sandbox - web",Reopen,High,Major,Functional,Always,"Nirali Thakkar",rupakshukla,"question and answer not able to see for different users . only earlier added users question we can see",,"1. open web; 2. login with A user; 3. give question and answer to old variant; 4. now logout and login with B user; 5. give question and answer to new variant; 6. now check both the variants; 7. we can see only 1 question i.e. of old variant","Windows PC Lenovo Generic/All Windows 8",skumerge,0,"30/12/2016 06:44:19 ","02/01/2017 12:43:34 "
588,"if old variant is inactive and new variant is out of stock, then user is redirected to their product details page","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",rupakshukla,"if old variant is inactive and new variant is out of stock, then user is redirected to their product details page

Note: Access inactive product from order history","if old variant is inactive and new variant is out of stock, then user is redirected to their product details page, instead it should redirect to new variants out of stock page",,"Windows PC Lenovo Generic/All Windows 8",skumerge,0,"30/12/2016 07:24:16 ","02/01/2017 12:09:13 "
589,"if old variant is out of stock and new variant is inactive, then user is redirected to their product details page","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",rupakshukla,"if old variant is out of stock and new variant is inactive, then user is redirected to their product details page","if old variant is out of stock and new variant is inactive, then user is redirected to old variant page",,"Windows PC Lenovo Generic/All Windows 8",skumerge,0,"30/12/2016 08:50:03 ","02/01/2017 11:57:06 "
590,"when user searches for the variant which is inactive or out of stock, it appears in the search box autosuggeation","sandbox - web","Not a Bug",High,Major,Functional,Always,"Nirali Thakkar",rupakshukla,"when user searches for the variant which is inactive or out of stock, it appears in the search box autosuggestion",,"1. open web; 2. type in search ""Aloe Veda Grape Seed Oil Smoothing Hair Serum   (LeaveOn) (100 ml)""","Windows PC Lenovo Generic/All Windows 8",skumerge,1,"30/12/2016 09:12:42 ","30/12/2016 11:16:44 "
591,"average rating is coming different for both the variants, it is not coming as merged","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",rupakshukla,"average rating is coming different for both the variants, it is not coming as merged",,,"Windows PC Lenovo Generic/All Windows 8",skumerge,0,"30/12/2016 09:19:35 ","02/01/2017 12:27:12 "
592,"when i give review, rating to old variant, then the count is not getting updated","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",rupakshukla,"when i give review, rating to old variant, then the count is not getting updated",,,"Windows PC Lenovo Generic/All Windows 8",skumerge,0,"30/12/2016 09:36:24 ","02/01/2017 12:27:26 "
593,"user is able to give 2 different reviews to 2 different variants","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",rupakshukla,"user is able to give 2 different reviews to 2 different variants","Use should only able to update for the new variant if the review is already given for the old variant",,"Windows PC Lenovo Generic/All Windows 8",skumerge,0,"02/01/2017 12:45:20 ","03/01/2017 06:24:14 "
606,"wallet + simpl is not allowed to use. on simple, button is coming disabled","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",rupakshukla,"wallet + simpl is not allowed to use. on simple, button is coming disabled",,"1. open site; 2. login; 3. add item in the cart with order total > than 1000; 4. now click on wallet and simpli","Windows PC Lenovo Generic/All Windows 8",Simpl,1,"09/01/2017 11:37:39 ","11/01/2017 10:21:41 "
609,"when user makes payment using credit card, under payment details in thank you page, CREDIT CARD with full amount is not comin","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",rupakshukla,"when user makes payment using credit card, under payment details in thank you page, CREDIT CARD with full amount is not coming",,,"Windows PC Lenovo Generic/All Windows 8",Simpl,2,"09/01/2017 12:18:41 ","11/01/2017 10:26:12 "
612,"mobikiwik transaction is getting failed","sandbox - web","Not a Bug",High,Major,Functional,Always,"Nirali Thakkar",rupakshukla,,,,"Windows PC Lenovo Generic/All Windows 8",,0,"09/01/2017 13:35:31 ","10/01/2017 21:03:58 "
613,"spelling correction","sandbox - web",Closed,High,Minor,Functional,Always,"Nikhil Teredesai",rupakshukla,"Hasseless should be hassles 

http://screencast.com/t/9Me8wd23c0",,,,Simpl,1,"10/01/2017 07:44:04 ","10/01/2017 09:07:03 "
615,"Whole amount is visible on simpl even if purplle wallet is checked","sandbox - web",Closed,High,Major,Functional,Always,vikram1,rupakshukla,"User has ticked purplle wallet, so he is supposed to pay the rest of the amount by other mean, so when he ticks on simpl, the whole amount is visible to pay","If user is using both purplle wallet and simpl to place order, the whole amount is reflecting at Simpl","1. Add products worth more than your wallet amount and Go to checkout page; 2. Tick purplle wallet; 3. Go to simpl; 4. See whole amount is visible","Windows PC",Simpl,0,"10/01/2017 09:50:11 ","11/01/2017 09:44:33 "
617,"DB error when usr use wallet for subscribe.","sandbox - web",Closed,High,Major,Functional,Always,"Nikhil Teredesai","Varun Bhardwaj","http://www.screencast.com/t/6qyKpb8YS

Issue is there on mobile web and deskt",,,,Simpl,0,"10/01/2017 10:36:58 ","12/01/2017 10:58:09 "
620,"Profile number should be considered for Simpl.","sandbox - web",Closed,High,Major,Functional,Always,"Nikhil Teredesai",rupakshukla,"Currently simpl payment option is depend on address phone number.","Please keep the priority as Profile number  and then Address number",,,Simpl,1,"10/01/2017 13:02:06 ","11/01/2017 10:38:32 "
621,"when new user registers, by default it takes some random no in the profile page","sandbox - web","Not a Bug",High,Major,Functional,Always,"Nirali Thakkar",rupakshukla,"when new user registers, by default it takes some random no in the profile page",,,"Windows PC Lenovo Generic/All Windows 8",,0,"11/01/2017 10:04:36 ","11/01/2017 10:59:40 "
622,"COD charges should not come in thank you page, if it is not applicable","sandbox - web",Closed,Medium,Trivial,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","Note: currently it is coming with value 0",,"1. open site; 2. perform complete order using credit card","Windows PC Lenovo Generic/All Windows 8",,0,"11/01/2017 10:50:10 ","12/01/2017 11:39:19 "
623,"while performing subscription, when user clicks on mobikwik, user is redirected to checkout page of order","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",,"while performing subscription, when user clicks on mobikwik, user is redirected to checkout page of order",,"1. open site; 2. login; 3. go to http://sandbox.purplle.com/product/whisper-choice-regular-8s-wings  & subscribe it.; 4. choose payment option mobikik; 5. user is automatically redirected to checkout page of order","Windows PC Lenovo Generic/All Windows 8",Simpl,1,"12/01/2017 11:34:19 ","10/02/2017 07:38:47 "
624,"for subscription, cod charges is not applicable then also it is coming in UI and calculation","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","for subscription, cod charges is not applicable then also it is coming in UI and calculation",,"1. open site; 2. login ; 3. go to http://sandbox.purplle.com/product/whisper-choice-regular-8s-wings; 4. now choose cod","Windows PC Lenovo Generic/All Windows 8",Simpl,2,"12/01/2017 11:37:30 ","13/01/2017 05:46:37 "
625,"when user has added product in the cart but performs the subscription, cart gets empty","sandbox - web",Reopen,High,Major,Functional,Always,"Nirali Thakkar",,"when user has added product in the card but performs the subscription, cart gets empty",,"1. open site; 2. login; 3. add item in the cart; 4. instead of placing order create subscription","Windows PC Lenovo Generic/All Windows 8",,2,"12/01/2017 11:39:03 ","10/02/2017 07:38:47 "
626,"simple + wallet is not working in android and ios, response coming null","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",,"simple + wallet is not working in android and ios, response coming null",,,"Windows PC Lenovo Generic/All Windows 8",Simpl,2,"12/01/2017 12:09:35 ","10/02/2017 07:38:47 "
627,"payumoney not working in android and ios, its working in desktop ","sandbox - web","Not a Bug",High,Major,Functional,Always,"Nirali Thakkar",,"payumoney not working in android and ios, its working in desktop ",,,"Windows PC Lenovo Generic/All Windows 8",Simpl,0,"12/01/2017 12:14:51 ","10/02/2017 07:38:47 "
628,"wallet+ credit card is not working in android, ios , desktop and mobile","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",,"wallet+ credit card is not working in android, ios , desktop and mobile",,,"Windows PC Lenovo Generic/All Windows 8",Simpl,4,"12/01/2017 12:51:39 ","10/02/2017 07:38:47 "
629,"when used wallet , the amount in the prepaid options, on tha pay now button is coming incorrect","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",,"when used wallet , the amount in the prepaid options, on tha pay now button is coming incorrect",,"1. open site; 2. add item in the cart; 3. choose wallet; 4. choose prepaid option","Windows PC Lenovo Generic/All Windows 8",Simpl,0,"12/01/2017 12:57:37 ","10/02/2017 07:38:47 "
630,"wallet+ simpl not working in mobile site and desktop","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","wallet+ simpl not working in mobile site and desktop",,,"Windows PC Lenovo Generic/All Windows 8",,0,"13/01/2017 07:22:26 ","13/01/2017 09:55:01 "
671,"facebook login with mobile number is not working","sandbox - web",New,High,Major,Functional,Always,"Nirali Thakkar",kmehta,"facebook login with mobile number is not working",,,"Windows PC Lenovo Generic/All Windows 8",,0,"20/02/2017 07:18:59 ","20/02/2017 07:18:59 "
672,"when user login in fb and google on write a review / url based, login is not working","sandbox - web",New,High,Major,Functional,Always,"Nirali Thakkar",kmehta,"when user login in fb and google on write a review / url based, login is not working",,"1. OPEN PRODUCT DETAILS PAGE; 2. click on write a review; 3. click on fb login and g login","Windows PC Lenovo Generic/All Windows 8",,0,"20/02/2017 07:21:05 ","20/02/2017 07:21:05 "
673,"facebook and google login is not working for guest checkout","sandbox - web",New,High,Major,Functional,Always,"Nirali Thakkar",kmehta,"facebook and google login is not working for guest checkout",,,"Windows PC Lenovo Generic/All Windows 8",,0,"20/02/2017 10:39:37 ","20/02/2017 10:39:37 "
674,"normal login from the checkout page is not wroking","sandbox - web",New,High,Major,Functional,Always,"Nirali Thakkar",kmehta,"normal login from the checkout page is not wroking",,,"Windows PC Lenovo Generic/All Windows 8",,0,"20/02/2017 10:41:45 ","20/02/2017 10:41:45 "
732,"10 % discount filter is not working","sandbox - web",New,High,Major,Functional,Always,vikram1,ashishv,"When user selects category as facewash, brand as banjara and then selects discount as 10%, the products having no 10% discounts are also getting displayed",,"1. GO to skin megamenu page; 2. Select category as facewash; 3. Brand as banjara and discount as 10% Off; 4. See products having no 10% discount also getting displayed","Windows PC",,0,"27/04/2017 10:40:00 ","27/04/2017 10:40:00 "
733,"Sold out products are not getting displayed on mobile site and android app when user applies a filter which contains oos prod","sandbox - web",New,High,Major,Functional,Always,vikram1,ashishv,"When user applies a filter which returns few sold out products, those sold out products are not getting displayed on android app and mobile site
",,"1. Go to skin mega menu; 2. Select brand as Dr Batra and ; 3. price range as 201-500; 4. See 2 products are shown, one is in stock and other is oos; 5. Now do the same on mobile site or android app, see just one product is displayed","Windows PC",,0,"27/04/2017 10:43:13 ","27/04/2017 10:43:13 "
734,"Same filter options are not getting enabled on mobile site","sandbox - web",New,High,Major,Functional,Always,vikram1,ashishv,"User is trying to apply following filter on Web site:
Skin megamenu page, apply category as facewash, brand as Khadi and discount as 20-30%. See 4 results are shown. 

Now do the same on mobile site:
See user is not able to select 20-30 %",,,"Windows PC",,0,"27/04/2017 11:03:02 ","27/04/2017 11:03:02 "
735,"when user apples filter for nail polish by selecting discount, brand name is coming incorrect","sandbox - web",New,High,Critical,Functional,Always,"Nirali Thakkar",ashishv,"when user apples filter for nail polish by selecting discount, brand name is coming incorrect

Avon is not associated with discount upto 10%

http://sandbox.purplle.com/makeup/nails/nail-polish?custom=%7C%7C%7Cdf%3A0-10%7C%7Ctf%3Atrue%7C&sort_by=rel",,"1. open http://sandbox.purplle.com/makeup/nails/nail-polish; 2. select discount upto 10%; 3. now select brand avon","Windows PC Lenovo Generic/All Windows 8",filter,0,"27/04/2017 11:19:43 ","27/04/2017 11:19:43 "
737,"when user applies filter by using price range3 in fragrance, data is coming inccorecr","sandbox - web",New,High,Major,Functional,Always,"Nirali Thakkar",ashishv,"http://sandbox.purplle.com/fragrance?custom=%7C%7Ccf%3A59%7C%7Cpf%3A501-1000%7Ctf%3Atrue%7C&sort_by=rel

Note: It is working fine on live",,,"Windows PC Lenovo Generic/All Windows 8",filter,0,"27/04/2017 12:03:57 ","27/04/2017 12:03:57 "
738,"Wrong count on filters","sandbox - web",New,High,Major,Functional,Always,vikram1,ashishv,"User is selecting 2 different filters lets say user is on makeup > foundation  page and he is selecting ""finish"" filter as matte finish which has 22 counts, and another filter from ""ingredient  preference"" as oil free which has 8 count. So now user should be able to see those products which are having matte finish and which are oil free, and the count shouldnt exceed 22. But the actual count is coming as 28
",,,"Windows PC",,0,"27/04/2017 12:09:46 ","27/04/2017 12:09:47 "
739,"Filters are not clickable","sandbox - web",New,High,Major,Functional,Always,vikram1,ashishv,"When user removes the brand filter, the filters doesnt remain clickable",,"1. Go to makeup mega menu and select 'tresemme' brand; 2. Now select 'gift n value' set from category filter; 3. Now remove tresemme filter; 4. Try to select any filter ; 5. See filters are no more clickable now","Windows PC",,0,"27/04/2017 12:19:53 ","27/04/2017 12:19:53 "
740,"Discount filter is not working as expected","sandbox - web",New,High,Major,Functional,Always,vikram1,ashishv,"When user selects  'more than 40%' filter, the products having less than 40% discounts are also being shown",,"1. Go to bath & body page; 2. Apply filter 'more than 40%'","Windows PC",,0,"27/04/2017 13:03:34 ","27/04/2017 13:03:34 "
796,"Sentence is getting cut on 'personalize your experience' page while adding person","sandbox - web",Resolved,High,Minor,Visual,Always,vikram1,salman61s,"Go to below link 

http://sandbox.purplle.com/product/lotus-herbals-apriscrub-fresh-apricot-scrub-100gms

Refer the screenshot","Sentence should be completely visibile","1. Go to above url; 2. Go to persona match; 3. Click on edit your profile","Windows PC",,0,"22/05/2017 09:53:29 ","22/05/2017 13:22:07 "
797,"Fairness question not present in Persona.","sandbox - web",New,High,Major,Functional,Always,vikram1,"Jugal SA","Fairness is present on pd page as a skin concern for the below product but its absent from 'edit your profile' page

http://sandbox.purplle.com/product/fair-and-lovely-multi-vitamin-cream-pump-tube-spf-15-50-g

As discussed with Jugal, tagging is not done for such concerns.","If any concern is displayed on PD page, it should get reflected on persona edit so that progress bar can be completed","1. Go to above url; 2. Go to ideal for; 3. See 'fairness' is displayed there; 4. Now click on edit your persona; 5. See 'fariness' is not present","Windows PC",,0,"22/05/2017 10:03:16 ","22/05/2017 11:22:40 "
798,"Different hair types are visible with 'all hair types' concern","sandbox - web",New,High,Major,Functional,Always,vikram1,"Jugal SA","There is a concern mentioned on pd pages as 'all hair types' which means user can select any hair type, still other hair types are shown on ideal for and benefits.

http://sandbox.purplle.com/product/l-oreal-professionnel-tecni-art-liss-control-smooth-control-gel-cream-150-ml1","If 'all hair types' meant user can select any hair  type, rest of the hair types shouldnt be visible","1. Go to above url; 2. Go to persona section; 3. Different types of hair types are being shown along with 'all hair  types'","Windows PC",,0,"22/05/2017 10:52:52 ","22/05/2017 10:52:52 "
803,"in also bought popup of pd page, in widget_impression and widget_click , feature_value should be popup_slider","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",rupakshukla,"in also bought popup of pd page, in widget_impression and widget_click , feature_value should be popup_slider",,"1. open site; 2. open any pd page; 3. click on add to cart","Windows PC Lenovo Generic/All Windows 8",,0,"29/05/2017 08:50:38 ","29/05/2017 10:51:40 "
804,"in buying guide page,for widget impression,  instead of slider, feature value should be listing","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",rupakshukla,"in buying guide page, for widget impression,  instead of slider, feature value should be listing",,"1. go to discover; 2. go to best shampoo","Windows PC Lenovo Generic/All Windows 8",,0,"29/05/2017 08:52:36 ","29/05/2017 10:53:25 "
805,"in buying guide page,for widget click,  instead of slider, feature value should be listing","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",rupakshukla,"in buying guide page,for widget click,  instead of slider, feature value should be listing",,,"Windows PC Lenovo Generic/All Windows 8",,0,"29/05/2017 08:54:10 ","29/05/2017 10:54:12 "
806,"thread -> best deos for men -> listing impression -> feature value should be listing instead of slider","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",rupakshukla,"thread -> best deos for men -> listing impression -> feature value should be listing instead of slider",,,"Windows PC Lenovo Generic/All Windows 8",,0,"29/05/2017 08:54:50 ","29/05/2017 10:56:31 "
807,"thread -> best deos for men -> listing click -> feature value should be listing instead of slider","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",rupakshukla,"thread -> best deos for men -> listing click -> feature value should be listing instead of slider",,,"Windows PC Lenovo Generic/All Windows 8",,0,"29/05/2017 08:55:27 ","29/05/2017 10:57:31 "
808,"on similar product widget in story detail, slider is coming as feature value, instead it should be listing","sandbox - web",Resolved,High,Major,Functional,Always,"Nirali Thakkar",rupakshukla,"on similar product widget in story detail, slider is coming as feature value, instead it should be listing",,,"Windows PC Lenovo Generic/All Windows 8",,0,"29/05/2017 08:56:05 ","09/06/2017 13:13:39 "
839,"Count of 'More option filter' is wrong.","sandbox - web",Closed,,Major,Functional,Always,"Nikhil Teredesai",sandeep.g,"With count: https://www.screencast.com/t/WHGhpTHFo

when i open filter : https://www.screencast.com/t/UVphNnt1",,,,New_listing,0,"15/09/2017 09:37:03 ","18/09/2017 05:51:40 "
840,"when user applies filter by finish -> natural finish, price and discount price filter not coming","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",sandeep.g,"when user applies filter by finish -> natural finish, price and discount price filter not coming",,"1. go to makeup -> foundation; 2. filter by finish -> natural finish; 3. price and discount price filter not coming","Windows PC Lenovo Generic/All Windows 8",New_listing,0,"15/09/2017 10:00:24 ","18/09/2017 05:50:57 "
841,"Loader is not coming after user changes any filter option","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",sandeep.g,"Loader is not coming after user changes any filter option",,,"Windows PC Lenovo Generic/All Windows 8",New_listing,0,"15/09/2017 10:01:18 ","18/09/2017 05:49:15 "
842,"Purplle picks widget not coming under makeup -> foundation","sandbox - web","Not a Bug",High,Major,Functional,Always,"Nirali Thakkar",sandeep.g,"Purplle picks widget not coming under makeup -> foundation

Note: Compared in android app on sandbox",,,"Windows PC Lenovo Generic/All Windows 8",New_listing,2,"15/09/2017 10:03:32 ","22/09/2017 10:10:17 "
843,"when user has applied filter for finish -> natural finish, and clicked on clear filters, data is not changing to previous","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",sandeep.g,"when user has applied filter for finish -> natural finish, and clicked on clear filters, data is not changing to previous",,"1. go to makeup -> foundation; 2. apply filter finish -> natural finish; 3. click on clear filters","Windows PC Lenovo Generic/All Windows 8",New_listing,0,"15/09/2017 10:25:08 ","18/09/2017 05:48:20 "
844,"when user has applied filter from inner side, and then removes it, the filter count is not getting removed.","sandbox - web","Not a Bug",High,Major,Functional,Always,"Nirali Thakkar",sandeep.g,"when user has applied filter from inner side, and then removes it, the filter count is not getting removed.",,"1. go to makeup -> foundation; 2. click on more filter; 3. select gender female and click on apply; 4. now click on more filter again; 5. unselect the gender and click on apply; 6. it still shows the filter as selected","Windows PC Lenovo Generic/All Windows 8",New_listing,0,"15/09/2017 10:37:47 ","16/09/2017 10:00:22 "
845,"In Price and discount price, no data is coming","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",sandeep.g,"In Price and discount price, no data is coming",,,"Windows PC Lenovo Generic/All Windows 8",New_listing,0,"15/09/2017 10:41:31 ","18/09/2017 05:46:50 "
846,"Nothing happens when user applies filter in search","sandbox - web",Acknowledged,High,Major,Functional,Always,"Nirali Thakkar",sandeep.g,,,"1. search for shampoo for dandruff and hairfall; 2. click on more filter options; 3. choose price range 501 -1000; 4. choose product format edp; 5. click on apply","Windows PC Lenovo Generic/All Windows 8",New_listing,1,"16/09/2017 04:58:07 ","16/09/2017 09:46:10 "
847,"Product count and the no of product comes after applies filter is mismatched","sandbox - web",Acknowledged,High,Major,Functional,Always,"Nirali Thakkar",sandeep.g,"Product count and the no of product comes after applies filter is mismatched",,"1. search for lakme lipstick; 2. click on more filter options; 3. select price range 201 - 500; 4. click on apply; 5. click on more filter again; 6. click on makeup color family; 7. select purples(12); 8. click on apply; 9. instead of 12 , 4 products are coming","Windows PC Lenovo Generic/All Windows 8",New_listing,1,"16/09/2017 05:08:17 ","16/09/2017 09:46:38 "
848,"filter options should not come if the product count is < = 8","sandbox - web",Closed,High,Major,Functional,Always,"Nirali Thakkar",sandeep.g,"filter options should not come if the product count is < = 4",,"1. go to brand page ; 2. click on A - derma; 3. only 1 product is present","Windows PC Lenovo Generic/All Windows 8",New_listing,0,"16/09/2017 05:13:29 ","19/09/2017 11:53:09 "
849,"If user has searched for any particular category, then that category should not come in filter","sandbox - web","Not a Bug",High,Major,Functional,Always,"Nirali Thakkar",sandeep.g,"If user has searched for any particular category, then that category should not come in filter",,"1. click on makeup -> foundation; 2. in filter foundation category is coming","Windows PC Lenovo Generic/All Windows 8",New_listing,0,"16/09/2017 05:19:52 ","22/09/2017 10:11:04 "
